,prediction,actual rating
480,3.6237530941582943,3.0
481,2.7731586633732785,3.0
482,3.611889466784298,5.0
483,2.6693464220416723,3.0
484,3.4610964515900333,4.0
485,3.244140084968202,4.0
486,4.096633121056504,4.0
487,3.975814942113388,5.0
488,3.403353767532007,5.0
489,3.1328612727406737,3.0
490,4.196094478884571,5.0
491,4.02468356275121,5.0
492,3.6656350951334464,3.0
493,2.8737154451168223,3.0
494,3.1286532119791657,3.0
495,2.3759501023088845,3.0
496,3.126576793824096,3.0
497,3.2185934078065874,4.0
498,3.2662021600667135,2.0
499,3.377972516066086,5.0
500,3.162165788032834,4.0
501,2.490034998205029,2.0
502,4.506612627687562,5.0
503,3.721805133576553,4.0
504,3.16413275075976,4.0
505,3.4659256261593847,4.0
506,3.721797763426834,4.0
507,3.0694200412679926,4.0
508,2.1923093881888818,4.0
509,3.4485212533969998,3.0
510,2.365682793930336,3.0
511,1.8323959651748318,1.0
512,3.621057638139912,5.0
513,3.331633216927438,4.0
514,3.622072264991139,3.0
515,3.6738991510256733,5.0
516,3.937519998270312,4.0
517,2.863652856283792,3.0
518,3.704244136119153,4.0
519,3.7353524880946543,5.0
520,2.962652138449209,3.0
521,2.2429179752272517,2.0
522,3.681923279434907,4.0
523,3.7897232454277487,5.0
524,2.7954769543211406,3.0
525,3.431809404379468,5.0
526,3.1949028295815567,5.0
527,2.603255062853122,2.0
528,2.116841987862838,3.0
529,2.5413055853552398,3.0
530,3.0529805079340684,2.0
531,2.5746447844296,2.0
532,3.3527571603318225,3.0
533,3.3275822187892508,4.0
534,3.1742221373699784,4.0
535,2.389534035699912,4.0
536,4.247263775343597,5.0
537,3.7401677908257804,3.0
538,3.4235059289074234,5.0
539,3.3075328203261294,5.0
540,3.3005195601050246,4.0
541,3.0967092566174683,2.0
542,3.8921308079923924,5.0
543,3.062316753189936,3.0
544,4.06617400210497,4.0
545,3.1520180029624405,4.0
546,3.383772451848093,3.0
547,3.3944509683296085,5.0
548,3.8564713151508547,5.0
549,3.0982069301953303,3.0
550,3.159084648591558,5.0
551,3.6174849717363102,4.0
552,2.573861092934212,5.0
553,2.6340621765069283,2.0
554,2.655083219133694,5.0
555,3.035707692604324,2.0
556,3.904003577694441,3.0
557,3.854353132782697,5.0
558,2.9580357973898592,4.0
559,3.73957104159632,4.0
560,2.2229622272606595,3.0
561,2.2146358379576814,3.0
562,3.5026184345845564,4.0
563,3.417242697065818,4.0
564,3.1991026970715972,5.0
565,3.515775538313085,5.0
566,3.931344199842151,5.0
567,3.5854437578002782,5.0
568,3.4873431193646,4.0
569,1.983824257109573,4.0
570,2.1884864959009085,1.0
571,2.861646060653106,4.0
572,3.692899962689963,5.0
573,2.992554202205212,4.0
574,3.5447426652364786,5.0
575,2.9657721886237365,2.0
576,2.6275223113136543,3.0
577,2.779558321180832,3.0
578,3.1217786715765707,2.0
579,3.0908719537876816,3.0
580,2.830532663851274,2.0
581,2.764920790607842,3.0
582,4.024345098398148,5.0
583,3.0560291948243155,5.0
584,3.6001630151352773,5.0
585,2.581956624976462,2.0
586,3.6081655851446746,5.0
587,3.6306786545688343,5.0
588,3.3667520566602596,5.0
589,2.8020602324842208,1.0
590,3.3168432520097464,3.0
591,3.4942942921022926,5.0
592,4.501079252633529,5.0
593,3.7550505910419343,4.0
594,3.601453417628027,4.0
595,3.6711908279558263,5.0
596,3.165150608329731,2.0
597,2.9171515025152313,4.0
598,3.4155574803582702,4.0
599,3.4392854082969433,5.0
600,3.774947134888019,4.0
601,3.0351673084714195,4.0
602,2.615865520930272,3.0
603,3.2065034162061914,4.0
604,2.8137294940626494,3.0
605,3.569143326914367,2.0
606,3.9787182831234205,3.0
607,3.8030743168974492,5.0
608,3.2375780251655413,3.0
609,3.049801038593954,3.0
610,3.3262856201717197,4.0
611,2.4044892478694417,1.0
612,3.3835534660107633,3.0
613,3.4837026677455887,3.0
614,2.142353196581019,2.0
615,2.1609916160906018,3.0
616,2.9254017690154974,3.0
617,3.1409282666073985,3.0
618,3.679360752686685,5.0
619,3.677110374127971,3.0
620,3.989017825094618,4.0
621,3.1621482280373656,4.0
622,1.9709722200648834,4.0
623,2.67935417726424,3.0
624,0.7678652871173895,3.0
625,0.726986963421957,3.0
626,3.347274074192789,5.0
627,2.9425440582745708,5.0
628,2.953019736291242,3.0
629,2.798371351051636,4.0
630,3.3404715804824963,3.0
631,3.5252151171829014,5.0
632,3.318438027934118,3.0
633,3.423427146895151,4.0
634,3.6212424473940192,5.0
635,3.474879263435561,4.0
636,3.306365768317004,4.0
637,2.8295168495250596,4.0
638,3.1110204968149455,4.0
639,3.4316044438022684,5.0
640,3.2241563658563037,3.0
641,2.7791530717134054,5.0
642,3.825701674114373,4.0
643,3.3973355321754104,3.0
644,3.096439984662713,4.0
645,3.343575908179793,5.0
646,3.4485108065064365,3.0
647,3.4379496794809663,2.0
648,3.273134111069758,4.0
649,3.2753644980359558,2.0
650,3.2667985595633415,2.0
651,2.7260765396261366,3.0
652,2.9309798117209542,5.0
653,2.3467978814005352,4.0
654,2.813220872816183,5.0
655,2.9832917724863424,5.0
656,2.778107206726857,2.0
657,3.4649821574834974,4.0
658,2.5986566006035843,5.0
659,3.6847402579046187,5.0
660,3.783911097386366,3.0
661,3.4314491360214596,4.0
662,2.724138166840864,3.0
663,2.4736441016392656,3.0
664,2.3345731835423336,2.0
665,3.193418498405372,4.0
666,2.9782571277070744,4.0
667,3.6179487218598134,5.0
668,3.0278777215777843,2.0
669,3.108226226698564,2.0
670,3.0634644421490758,2.0
671,2.9392017285859593,5.0
672,2.7544199479182554,4.0
673,2.4471292008765158,4.0
674,3.5775168979403036,4.0
675,4.172909692752363,5.0
676,3.1021678342967847,3.0
677,2.6851721143355696,2.0
678,3.9350271371831393,5.0
679,3.227421559029486,2.0
680,3.5538879930904077,5.0
681,3.3471695513138675,4.0
682,4.49092389028378,5.0
683,3.648778638934443,3.0
684,2.7500201521436107,2.0
685,2.823971712933343,5.0
686,1.2945724463394417,1.0
687,1.6544729456009737,1.0
688,2.504953926899241,2.0
689,2.327986790990923,3.0
690,2.944805212683699,3.0
691,3.037071994101498,2.0
692,2.94643618391325,4.0
693,3.1042020391814154,2.0
694,3.5101408175628626,5.0
695,3.549432331780474,5.0
696,3.245652223177791,3.0
697,3.6793631095582464,3.0
698,2.7214886057910794,2.0
699,2.372080994411996,1.0
700,2.7437322216383206,4.0
701,2.759774818642361,5.0
702,2.8374483453202295,3.0
703,2.870275321487582,4.0
704,2.649971539544191,3.0
705,2.6445379550478845,2.0
706,3.08500073278922,3.0
707,2.9798828509907285,4.0
708,3.05873506939904,3.0
709,3.4229037663240445,4.0
710,3.160651691570496,4.0
711,3.4262010757533097,4.0
712,3.344503547441348,5.0
713,2.5043421765022793,3.0
714,2.6119009327970697,4.0
715,2.938769285061799,3.0
716,3.2651493338180253,3.0
717,2.5029287652232406,3.0
718,3.1888123747995327,5.0
719,3.5344605934197912,4.0
720,1.8906241958240733,1.0
721,2.258277918352414,2.0
722,3.13816686360901,3.0
723,4.36172449965902,5.0
724,3.4016179599665235,3.0
725,2.8105489589711694,2.0
726,3.4349532576377677,5.0
727,3.212403630218003,4.0
728,3.1869182974400947,4.0
729,2.9705962568982116,2.0
730,3.668566298125588,5.0
731,3.704443812397254,4.0
732,3.5750113799277097,5.0
733,4.35076436275649,4.0
734,2.913679985200015,3.0
735,3.182280155626827,4.0
736,3.6774774398075962,3.0
737,3.2465469482040272,2.0
738,4.198777231563496,4.0
739,3.8193624072837524,3.0
740,3.9135694591146786,4.0
741,3.2910050972938945,3.0
742,3.5468610725817604,5.0
743,3.437280596951836,3.0
744,3.187273424289342,4.0
745,2.4665982519018113,2.0
746,3.8386987406361013,5.0
747,3.88388522500417,4.0
748,2.5726397203783873,1.0
749,3.1215652070795312,4.0
750,2.949097356482399,4.0
751,2.322171351724179,4.0
752,3.076319346665733,4.0
753,2.87112059400903,1.0
754,3.152532532202961,3.0
755,3.183431785625347,4.0
756,2.8489297147140094,3.0
757,2.635339614374074,3.0
758,3.55392069261451,1.0
759,3.508739453799915,4.0
760,3.309793973218343,4.0
761,2.6866735842772687,4.0
762,3.3548603671194157,3.0
763,3.090495714570278,3.0
764,3.524778442156626,4.0
765,2.4772031442754376,3.0
766,3.9231051965905737,3.0
767,3.3379663396411177,2.0
768,2.837671568781014,4.0
769,2.5936336460042315,3.0
770,3.9225480194490974,4.0
771,3.1197857489384475,1.0
772,3.3340288437793144,3.0
773,3.250107961729229,3.0
774,3.2630327701479263,3.0
775,3.1827636576051446,3.0
776,3.229994185749859,5.0
777,2.3901143883897813,3.0
778,4.000175727186852,4.0
779,3.70004232911647,3.0
780,2.4369075859283433,3.0
781,2.805942536414268,3.0
782,2.6677644056116683,5.0
783,2.4833741925626547,4.0
784,2.7136254815128344,1.0
785,3.106512229140494,5.0
786,3.6770973776693587,2.0
787,3.5025120981743734,5.0
788,2.5911474819132034,4.0
789,2.2133868889927526,3.0
790,3.402725323863782,4.0
791,3.2781491568030545,3.0
792,2.70327804877875,5.0
793,2.275510822451308,4.0
794,3.605935067555391,4.0
795,3.718531029539408,5.0
796,3.2183092746726247,5.0
797,3.8707938462479747,4.0
798,3.5983197062571644,1.0
799,3.4586447938759908,4.0
800,2.837496571241832,3.0
801,3.3378793367853756,5.0
802,4.311374456627907,5.0
803,4.403030843356114,4.0
804,3.80059234997773,4.0
805,3.7266152291413674,2.0
806,2.379660069851296,3.0
807,2.254117822376376,2.0
808,2.9578734515418987,4.0
809,2.333529082184828,2.0
810,3.560868209344944,4.0
811,2.278740987997265,2.0
812,2.5211776811944207,2.0
813,2.655944593425207,3.0
814,2.806456362728148,3.0
815,2.4865513949214963,3.0
816,3.109504100741468,5.0
817,3.3914525925309422,5.0
818,3.086162822510214,5.0
819,3.883419558040739,4.0
820,3.0300955369185396,4.0
821,3.1287519648900117,2.0
822,3.9628904111349996,5.0
823,3.5844712269449595,4.0
824,4.156227486855774,3.0
825,3.7775343283522087,5.0
826,3.4701881257282388,3.0
827,2.9810792564499757,3.0
828,2.8489277390838326,4.0
829,2.612950032045372,4.0
830,2.785961276860823,4.0
831,3.1892579839749184,5.0
832,3.6075290511464475,5.0
833,3.8610673695297617,5.0
834,2.9509845785719215,4.0
835,2.5224554451786267,3.0
836,3.04814251309398,3.0
837,2.558805861475539,4.0
838,3.522230717571763,4.0
839,3.167259108623855,4.0
840,3.2898312441098145,5.0
841,2.774982213659603,5.0
842,3.1212397988213465,4.0
843,2.5580385829649184,3.0
844,2.9888607929254185,2.0
845,3.0756605326619826,3.0
846,3.987799488400422,5.0
847,3.5151861573276557,5.0
848,3.757043248325524,3.0
849,3.2352891016615977,3.0
850,3.5676370530865533,5.0
851,3.2639160100143303,5.0
852,2.3472434543301945,4.0
853,2.3218472656627935,3.0
854,3.200337521977445,3.0
855,2.9484050494570324,3.0
856,3.4777260882740753,5.0
857,3.6140566000331984,4.0
858,3.1900207043134228,4.0
859,3.331410366127209,3.0
860,3.6339118493732716,3.0
861,3.0000484545003445,4.0
862,2.8849773080864467,4.0
863,2.666983606629279,4.0
864,2.907232636364699,3.0
865,2.8909237257291234,3.0
866,2.8118471295169067,3.0
867,2.040226739923172,2.0
868,2.738107116717718,5.0
869,2.815394440010418,4.0
870,3.686363485434941,3.0
871,3.5316663944876354,5.0
872,3.2457088458921937,5.0
873,2.4704976017875606,2.0
874,3.5787696360655206,4.0
875,3.4555660064143496,3.0
876,3.1384885764806207,4.0
877,2.534664219819302,4.0
878,3.0213441573283726,4.0
879,2.927594227952804,4.0
880,3.8762316563043018,3.0
881,3.652523948817043,3.0
882,3.7507680633275915,4.0
883,2.908006891462774,4.0
884,3.908821107734678,3.0
885,3.2432138695921284,5.0
886,4.199137100642248,5.0
887,4.07166367987291,5.0
888,2.879147399268573,3.0
889,3.1026290933229332,3.0
890,3.582051155410287,2.0
891,3.4613864370735756,5.0
892,3.2663956841701123,4.0
893,2.569761840567567,3.0
894,2.885035465275734,4.0
895,2.726917117224566,4.0
896,3.3498968295680873,3.0
897,3.4809260305647536,5.0
898,3.2945104649211294,4.0
899,2.3470224636740102,2.0
900,2.5980535055784135,4.0
901,3.0510571427495488,4.0
902,4.607046560842533,5.0
903,4.557583897654969,4.0
904,3.708696513995667,4.0
905,3.3632117450135186,4.0
906,3.5167191891317677,4.0
907,4.1091367634125895,5.0
908,3.116056941454595,4.0
909,2.550610471963726,2.0
910,3.2573484668616906,4.0
911,3.2238574562645628,5.0
912,3.7336587723116823,4.0
913,3.2072030015378723,3.0
914,2.7280983101644773,5.0
915,2.7027118873739617,3.0
916,3.372647513915458,3.0
917,3.356625695440543,5.0
918,3.3549215772032244,4.0
919,2.3459463113871046,4.0
920,3.050732558963571,3.0
921,2.95171307909297,3.0
922,2.8687403334768513,2.0
923,3.227104403452308,2.0
924,3.5340758300306616,5.0
925,2.7558393013476965,3.0
926,3.339792252316832,4.0
927,3.4709084385682947,3.0
928,3.210973096540273,3.0
929,2.9330989800117866,3.0
930,2.4128498989661513,3.0
931,2.578881987252411,3.0
932,3.651000173009674,4.0
933,3.032784062295958,5.0
934,2.7200464662124317,4.0
935,3.1244468119577546,4.0
936,3.273686604173856,3.0
937,3.2045850064663735,3.0
938,3.4386560762936567,3.0
939,3.2102500207843447,3.0
940,3.289214024255307,5.0
941,3.485839827919353,5.0
942,3.7148205766766482,5.0
943,3.347836779052903,4.0
944,2.8845295850269523,3.0
945,2.6744292231433904,3.0
946,3.043364909243772,4.0
947,3.7198342535905287,3.0
948,3.5083324622575542,5.0
949,3.5963935930366855,5.0
950,3.4091642910494366,5.0
951,3.834690566055289,5.0
952,2.7239993898088968,3.0
953,2.4508448471465596,1.0
954,3.20486779733644,3.0
955,3.2881984164411775,4.0
956,4.21011606856864,4.0
957,3.311103710545153,2.0
958,3.754233511307013,4.0
959,3.27335100208843,4.0
960,3.4539892271947052,4.0
